query_name,query_scop_id,query_scop_lineage,query_scop_lineage_fixed,query_family,query_superfamily,query_fold,query_class
d3f52a_ a.35.1.0 (A:) automated matches {Corynebacterium glutamicum [TaxId: 1718]},d3f52a_,a.35.1.0,a.35.1.0,a.35.1.0,a.35.1,a.35,a
d2gena1 a.4.1.9 (A:6-75) Probable transcriptional regulator PA1836 {Pseudomonas aeruginosa [TaxId: 287]},d2gena1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d1hz4a_ a.118.8.2 (A:) Transcription factor MalT domain III {Escherichia coli [TaxId: 562]},d1hz4a_,a.118.8.2,a.118.8.2,a.118.8.2,a.118.8,a.118,a
d4i6ra_ a.35.1.0 (A:) automated matches {Enterobacter sp. [TaxId: 211595]},d4i6ra_,a.35.1.0,a.35.1.0,a.35.1.0,a.35.1,a.35,a
d2fd5a1 a.4.1.9 (A:1-76) Probable transcriptional regulator PA3133 {Pseudomonas aeruginosa [TaxId: 287]},d2fd5a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d2ebya_ a.35.1.0 (A:) automated matches {Escherichia coli [TaxId: 562]},d2ebya_,a.35.1.0,a.35.1.0,a.35.1.0,a.35.1,a.35,a
d2gfna1 a.4.1.9 (A:4-80) Probable transcriptional regulator RHA1_ro04631 {Rhodococcus sp. RHA1 [TaxId: 101510]},d2gfna1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
"d2ff4a2 a.118.8.3 (A:105-283) Probable regulatory protein EmbR, middle domain {Mycobacterium tuberculosis [TaxId: 1773]}",d2ff4a2,a.118.8.3,a.118.8.3,a.118.8.3,a.118.8,a.118,a
d2xsdc1 a.35.1.0 (C:247-319) automated matches {Mouse (Mus musculus) [TaxId: 10090]},d2xsdc1,a.35.1.0,a.35.1.0,a.35.1.0,a.35.1,a.35,a
d2d6ya1 a.4.1.9 (A:7-74) Putative regulator SCO4008 {Streptomyces coelicolor [TaxId: 1902]},d2d6ya1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d3vk0a_ a.35.1.0 (A:) automated matches {Neisseria meningitidis [TaxId: 122586]},d3vk0a_,a.35.1.0,a.35.1.0,a.35.1.0,a.35.1,a.35,a
d2oi8a1 a.4.1.9 (A:8-86) Putative regulatory protein Sco4313 {Streptomyces coelicolor [TaxId: 1902]},d2oi8a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d2awia2 a.118.8.4 (A:71-301) PrgX {Enterococcus faecalis [TaxId: 1351]},d2awia2,a.118.8.4,a.118.8.4,a.118.8.4,a.118.8,a.118,a
d2g3ba1 a.4.1.9 (A:2-73) Putative transcriptional regulator {Rhodococcus sp. RHA1 [TaxId: 101510]},d2g3ba1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d3ceca_ a.35.1.0 (A:) automated matches {Nostoc punctiforme [TaxId: 63737]},d3ceca_,a.35.1.0,a.35.1.0,a.35.1.0,a.35.1,a.35,a
d2i6ha1 a.118.8.5 (A:1-179) Hypothetical protein Atu0120 {Agrobacterium tumefaciens [TaxId: 358]},d2i6ha1,a.118.8.5,a.118.8.5,a.118.8.5,a.118.8,a.118,a
d2g7sa1 a.4.1.9 (A:3-76) Putative transcriptional regulator Atu0279 {Agrobacterium tumefaciens [TaxId: 358]},d2g7sa1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d7csva_ a.35.1.0 (A:) automated matches {Pseudomonas aeruginosa [TaxId: 208964]},d7csva_,a.35.1.0,a.35.1.0,a.35.1.0,a.35.1,a.35,a
d2g7ga1 a.4.1.9 (A:9-73) Putative transcriptional regulator Rha04620 {Rhodococcus sp. RHA1 [TaxId: 101510]},d2g7ga1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d5w8za1 a.35.1.0 (A:1-61) automated matches {Pseudomonas fluorescens [TaxId: 1218948]},d5w8za1,a.35.1.0,a.35.1.0,a.35.1.0,a.35.1,a.35,a
d2hkua1 a.4.1.9 (A:18-87) Putative transcriptional regulator RHA1_ro03468 {Rhodococcus sp. RHA1 [TaxId: 101510]},d2hkua1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d7o74a1 a.35.1.0 (A:1-86) automated matches {Pseudomonas lactis [TaxId: 1615674]},d7o74a1,a.35.1.0,a.35.1.0,a.35.1.0,a.35.1,a.35,a
d3ckca_ a.118.8.6 (A:) Starch utilization system protein SusD {Bacteroides thetaiotaomicron [TaxId: 818]},d3ckca_,a.118.8.6,a.118.8.6,a.118.8.6,a.118.8,a.118,a
d2i10a1 a.4.1.9 (A:10-78) Putative transcriptional regulator RHA1_ro09068 {Rhodococcus sp. [TaxId: 1831]},d2i10a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d5ysza1 a.35.1.0 (A:6-63) automated matches {Thermobifida fusca [TaxId: 269800]},d5ysza1,a.35.1.0,a.35.1.0,a.35.1.0,a.35.1,a.35,a
d2np3a1 a.4.1.9 (A:35-99) Putative transcriptional regulator SCO0857 {Streptomyces coelicolor [TaxId: 1902]},d2np3a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d1hq1a_ a.36.1.1 (A:) Signal sequence binding protein Ffh {Escherichia coli [TaxId: 562]},d1hq1a_,a.36.1.1,a.36.1.1,a.36.1.1,a.36.1,a.36,a
d3c07a1 a.4.1.9 (A:15-89) Putative transcriptional regulator SCO4850 {Streptomyces coelicolor [TaxId: 1902]},d3c07a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d3cgha1 a.118.8.6 (A:31-537) Uncharacterized protein BT3984 {Bacteroides thetaiotaomicron [TaxId: 818]},d3cgha1,a.118.8.6,a.118.8.6,a.118.8.6,a.118.8,a.118,a
d3sgha_ a.118.8.0 (A:) automated matches {Bacteroides thetaiotaomicron [TaxId: 818]},d3sgha_,a.118.8.0,a.118.8.0,a.118.8.0,a.118.8,a.118,a
d1qb2a_ a.36.1.1 (A:) SRP54M {Human (Homo sapiens) [TaxId: 9606]},d1qb2a_,a.36.1.1,a.36.1.1,a.36.1.1,a.36.1,a.36,a
d2hyja1 a.4.1.9 (A:8-82) Putative transcriptional regulator SCO4940 {Streptomyces coelicolor [TaxId: 1902]},d2hyja1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d2id3a1 a.4.1.9 (A:13-80) Putative transcriptional regulator SCO5951 {Streptomyces coelicolor [TaxId: 1902]},d2id3a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d7epka3 a.36.1.0 (A:294-427) automated matches {Aeropyrum pernix [TaxId: 272557]},d7epka3,a.36.1.0,a.36.1.0,a.36.1.0,a.36.1,a.36,a
d2onda1 a.118.8.7 (A:242-549) Cleavage stimulation factor 77 kDa subunit CSTF3 {Mouse (Mus musculus) [TaxId: 10090]},d2onda1,a.118.8.7,a.118.8.7,a.118.8.7,a.118.8,a.118,a
d2g7la1 a.4.1.9 (A:16-83) Putative transcriptional regulator SCO7704 {Streptomyces coelicolor [TaxId: 1902]},d2g7la1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d4xcod_ a.36.1.0 (D:) automated matches {Methanocaldococcus jannaschii [TaxId: 2190]},d4xcod_,a.36.1.0,a.36.1.0,a.36.1.0,a.36.1,a.36,a
d1sgma1 a.4.1.9 (A:5-77) Putative transcriptional regulator YxaF {Bacillus subtilis [TaxId: 1423]},d1sgma1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d1k1va_ a.37.1.1 (A:) Mafg {Mouse (Mus musculus) [TaxId: 10090]},d1k1va_,a.37.1.1,a.37.1.1,a.37.1.1,a.37.1,a.37,a
d2hr2a1 a.118.8.8 (A:2-157) Hypothetical protein CT2138 {Chlorobium tepidum [TaxId: 1097]},d2hr2a1,a.118.8.8,a.118.8.8,a.118.8.8,a.118.8,a.118,a
d1t33a1 a.4.1.9 (A:1-88) Putative transcriptional repressor YbiH {Salmonella typhimurium [TaxId: 90371]},d1t33a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d1sknp_ a.37.1.1 (P:) Skn-1 {Nematode (Caenorhabditis elegans) [TaxId: 6239]},d1sknp_,a.37.1.1,a.37.1.1,a.37.1.1,a.37.1,a.37,a
"d2xpwa1 a.4.1.9 (A:3-67) Tetracyclin repressor (Tet-repressor, TetR) {Escherichia coli [TaxId: 562]}",d2xpwa1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d1nlwa_ a.38.1.1 (A:) Mad protein {Human (Homo sapiens) [TaxId: 9606]},d1nlwa_,a.38.1.1,a.38.1.1,a.38.1.1,a.38.1,a.38,a
"d4lcta1 a.118.8.9 (A:32-324) COP9 signalosome complex subunit 1 (CSN1), N-terminal domain {Thale cress (Arabidopsis thaliana) [TaxId: 3702]}",d4lcta1,a.118.8.9,a.118.8.9,a.118.8.9,a.118.8,a.118,a
d2iu5a1 a.4.1.9 (A:1-71) Transcriptional activator DhaS {Lactococcus lactis [TaxId: 1358]},d2iu5a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d1mdya_ a.38.1.1 (A:) Myod B/HLH domain {Mouse (Mus musculus) [TaxId: 10090]},d1mdya_,a.38.1.1,a.38.1.1,a.38.1.1,a.38.1,a.38,a
"d3chma1 a.118.8.9 (A:4-87) COP9 signalosome complex subunit 7 (CSN7), N-terminal domain {Thale cress (Arabidopsis thaliana) [TaxId: 3702]}",d3chma1,a.118.8.9,a.118.8.9,a.118.8.9,a.118.8,a.118,a
d2fq4a1 a.4.1.9 (A:9-77) Transcriptional regulator BC3163 {Bacillus cereus [TaxId: 1396]},d2fq4a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d1a0aa_ a.38.1.1 (A:) Pho4 B/HLH domain {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1a0aa_,a.38.1.1,a.38.1.1,a.38.1.1,a.38.1,a.38,a
d1zk8a1 a.4.1.9 (A:6-77) Transcriptional regulator BC5000 {Bacillus cereus [TaxId: 1396]},d1zk8a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
"d1rz4a2 a.118.8.9 (A:2-131) Eukaryotic translation initiation factor 3 subunit 12, eIF3k, N-terminal domain {Human (Homo sapiens) [TaxId: 9606]}",d1rz4a2,a.118.8.9,a.118.1.18,a.118.1.18,a.118.1,a.118,a
d1am9a_ a.38.1.1 (A:) SREBP-1a {Human (Homo sapiens) [TaxId: 9606]},d1am9a_,a.38.1.1,a.38.1.1,a.38.1.1,a.38.1,a.38,a
d2o7ta1 a.4.1.9 (A:1-78) Transcriptional regulator Cgl1640/Cg1846 {Corynebacterium glutamicum [TaxId: 1718]},d2o7ta1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d1an4a1 a.38.1.1 (A:197-260) Usf B/HLH domain {Human (Homo sapiens) [TaxId: 9606]},d1an4a1,a.38.1.1,a.38.1.1,a.38.1.1,a.38.1,a.38,a
"d4cr2t1 a.118.8.9 (T:1-178) Proteasome regulatory subunit Rpn12, N-terminal domain {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}",d4cr2t1,a.118.8.9,a.118.8.9,a.118.8.9,a.118.8,a.118,a
d2yvea1 a.4.1.9 (A:1-74) Transcriptional regulator Cgl2612 {Corynebacterium glutamicum [TaxId: 1718]},d2yvea1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d6g6kb_ a.38.1.1 (B:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d6g6kb_,a.38.1.1,a.38.1.1,a.38.1.1,a.38.1,a.38,a
d1z0xa1 a.4.1.9 (A:4-71) Transcriptional regulator EF0787 {Enterococcus faecalis [TaxId: 1351]},d1z0xa1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d6g6ka1 a.38.1.0 (A:898-984) automated matches {Human (Homo sapiens) [TaxId: 9606]},d6g6ka1,a.38.1.0,a.38.1.0,a.38.1.0,a.38.1,a.38,a
d2fbqa1 a.4.1.9 (A:2-80) Transcriptional regulator PsrA {Pseudomonas aeruginosa [TaxId: 287]},d2fbqa1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
"d4cr2s1 a.118.8.9 (S:126-382) Proteasome regulatory subunit Rpn3, N-terminal domain {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}",d4cr2s1,a.118.8.9,a.118.8.9,a.118.8.9,a.118.8,a.118,a
d1pzra_ a.38.2.1 (A:) Erythronolide synthase {Saccharopolyspora erythraea [TaxId: 1836]},d1pzra_,a.38.2.1,a.38.2.1,a.38.2.1,a.38.2,a.38,a
d2np5a1 a.4.1.9 (A:9-77) Transcriptional regulator RHA1_ro04179 {Rhodococcus sp. [TaxId: 1831]},d2np5a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
d1qx2a_ a.39.1.1 (A:) Calbindin D9K {Cow (Bos taurus) [TaxId: 9913]},d1qx2a_,a.39.1.1,a.39.1.1,a.39.1.1,a.39.1,a.39,a
d2id6a1 a.4.1.9 (A:1-75) Transcriptional regulator TM1030 {Thermotoga maritima [TaxId: 2336]},d2id6a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
"d4cr2p1 a.118.8.9 (P:28-325) Proteasome regulatory subunit Rpn5, N-terminal domain {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}",d4cr2p1,a.118.8.9,a.118.8.9,a.118.8.9,a.118.8,a.118,a
"d4pe0a_ a.39.1.2 (A:) Calcyclin (S100) {Cow (Bos taurus), s100b [TaxId: 9913]}",d4pe0a_,a.39.1.2,a.39.1.2,a.39.1.2,a.39.1,a.39,a
d2jk3a1 a.4.1.9 (A:4-76) automated matches {Bacillus cereus [TaxId: 1396]},d2jk3a1,a.4.1.9,a.4.1.9,a.4.1.9,a.4.1,a.4,a
"d4ggfa_ a.39.1.2 (A:) Calcyclin (S100) {Human (Homo sapiens), calgranulin s100a8, MRP8 [TaxId: 9606]}",d4ggfa_,a.39.1.2,a.39.1.2,a.39.1.2,a.39.1,a.39,a
d1ntca1 a.4.1.12 (A:380-469) DNA-binding domain of NTRC {Salmonella typhimurium [TaxId: 90371]},d1ntca1,a.4.1.12,a.4.1.12,a.4.1.12,a.4.1,a.4,a
"d3txna1 a.118.8.9 (A:38-322) Proteasome regulatory subunit Rpn6, N-terminal domain {Fruit fly (Drosophila melanogaster) [TaxId: 7227]}",d3txna1,a.118.8.9,a.118.8.9,a.118.8.9,a.118.8,a.118,a
"d1a4pa_ a.39.1.2 (A:) Calcyclin (S100) {Human (Homo sapiens), P11 s100a10, calpactin [TaxId: 9606]}",d1a4pa_,a.39.1.2,a.39.1.2,a.39.1.2,a.39.1,a.39,a
d1etoa_ a.4.1.12 (A:) FIS protein {Escherichia coli [TaxId: 562]},d1etoa_,a.4.1.12,a.4.1.12,a.4.1.12,a.4.1,a.4,a
"d1psra_ a.39.1.2 (A:) Calcyclin (S100) {Human (Homo sapiens), psoriasin s100a7 [TaxId: 9606]}",d1psra_,a.39.1.2,a.39.1.2,a.39.1.2,a.39.1,a.39,a
"d1umqa_ a.4.1.12 (A:) Photosynthetic apparatus regulatory protein PprA (RegA), DNA-binding domain {Rhodobacter sphaeroides [TaxId: 1063]}",d1umqa_,a.4.1.12,a.4.1.12,a.4.1.12,a.4.1,a.4,a
"d4cr2r1 a.118.8.9 (R:23-324) Proteasome regulatory subunit Rpn7, N-terminal domain {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}",d4cr2r1,a.118.8.9,a.118.8.9,a.118.8.9,a.118.8,a.118,a
"d1g2ha_ a.4.1.12 (A:) Transcriptional regulator TyrR, C-terminal domain {Haemophilus influenzae [TaxId: 727]}",d1g2ha_,a.4.1.12,a.4.1.12,a.4.1.12,a.4.1,a.4,a
"d2egda_ a.39.1.2 (A:) Calcyclin (S100) {Human (Homo sapiens), s100a13 [TaxId: 9606]}",d2egda_,a.39.1.2,a.39.1.2,a.39.1.2,a.39.1,a.39,a
"d1k8ua_ a.39.1.2 (A:) Calcyclin (S100) {Human (Homo sapiens), s100a6 [TaxId: 9606]}",d1k8ua_,a.39.1.2,a.39.1.2,a.39.1.2,a.39.1,a.39,a
d1ofcx2 a.4.1.13 (X:851-978) SLIDE domain of the nucleosome remodeling ATPase ISWI {Fruit fly (Drosophila melanogaster) [TaxId: 7227]},d1ofcx2,a.4.1.13,a.4.1.13,a.4.1.13,a.4.1,a.4,a
d2mr3a1 a.118.8.9 (A:1-277) automated matches {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 559292]},d2mr3a1,a.118.8.9,a.118.8.9,a.118.8.9,a.118.8,a.118,a
"d1qlsa_ a.39.1.2 (A:) Calcyclin (S100) {Pig (Sus scrofa), calgizzarin s100c (s100a11) [TaxId: 9823]}",d1qlsa_,a.39.1.2,a.39.1.2,a.39.1.2,a.39.1,a.39,a
"d1rr7a_ a.4.1.14 (A:) Middle operon regulator, Mor {Bacteriophage Mu [TaxId: 10677]}",d1rr7a_,a.4.1.14,a.4.1.14,a.4.1.14,a.4.1,a.4,a
d4g26a1 a.118.8.10 (A:95-299) Proteinaceous RNAse P1 (PRORP1) {Thale cress (Arabidopsis thaliana) [TaxId: 3702]},d4g26a1,a.118.8.10,a.118.8.10,a.118.8.10,a.118.8,a.118,a
d2coba1 a.4.1.15 (A:8-70) Ligand-dependent corepressor (LCoR) {Human (Homo sapiens) [TaxId: 9606]},d2coba1,a.4.1.15,a.4.1.15,a.4.1.15,a.4.1,a.4,a
d4ggfc_ a.39.1.2 (C:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d4ggfc_,a.39.1.2,a.39.1.2,a.39.1.2,a.39.1,a.39,a
d2ga1a1 a.4.1.16 (A:1-102) Hypothetical protein Ava_0674 (Alr1493 orthologue) {Anabaena variabilis [TaxId: 1172]},d2ga1a1,a.4.1.16,a.4.1.16,a.4.1.16,a.4.1,a.4,a
d1sraa_ a.39.1.3 (A:) C-terminal (EC) domain of BM-40/SPARC/osteonectin {Human (Homo sapiens) [TaxId: 9606]},d1sraa_,a.39.1.3,a.39.1.3,a.39.1.3,a.39.1,a.39,a
d3mx3a_ a.118.8.0 (A:) automated matches {Bacteroides fragilis [TaxId: 272559]},d3mx3a_,a.118.8.0,a.118.8.0,a.118.8.0,a.118.8,a.118,a
d2ao9a1 a.4.1.17 (A:13-132) Phage protein BC1890 {Bacillus cereus [TaxId: 1396]},d2ao9a1,a.4.1.17,a.4.1.17,a.4.1.17,a.4.1,a.4,a
d2pvba_ a.39.1.4 (A:) Parvalbumin {Pike (Esox lucius) [TaxId: 8010]},d2pvba_,a.39.1.4,a.39.1.4,a.39.1.4,a.39.1,a.39,a
"d2dw4a1 a.4.1.18 (A:172-273) Lysine-specific histone demethylase 1, LSD1 {Human (Homo sapiens) [TaxId: 9606]}",d2dw4a1,a.4.1.18,a.4.1.18,a.4.1.18,a.4.1,a.4,a
d2zfda_ a.39.1.5 (A:) Calcineurin B-like protein 2 {Thale cress (Arabidopsis thaliana) [TaxId: 3702]},d2zfda_,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d2fq3a1 a.4.1.18 (A:311-395) Transcription regulatory protein swi3 {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d2fq3a1,a.4.1.18,a.4.1.18,a.4.1.18,a.4.1,a.4,a
d4f53a_ a.118.8.0 (A:) automated matches {Bacteroides ovatus [TaxId: 411476]},d4f53a_,a.118.8.0,a.118.8.0,a.118.8.0,a.118.8,a.118,a
"d2aqfa2 a.4.1.18 (A:2-90) Transcriptional adaptor 2-like, TADA2L {Mouse (Mus musculus) [TaxId: 10090]}",d2aqfa2,a.4.1.18,a.4.1.18,a.4.1.18,a.4.1,a.4,a
d4f0zb_ a.39.1.5 (B:) Calcineurin regulatory subunit (B-chain) {Human (Homo sapiens) [TaxId: 9606]},d4f0zb_,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d2jn6a1 a.4.1.19 (A:1-89) Uncharacterized protein Cgl2762 {Corynebacterium glutamicum [TaxId: 1718]},d2jn6a1,a.4.1.19,a.4.1.19,a.4.1.19,a.4.1,a.4,a
d1j7qa_ a.39.1.5 (A:) Calcium vector protein {Amphioxus (Branchiostoma lanceolatum) [TaxId: 7740]},d1j7qa_,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d3fdha_ a.118.8.0 (A:) automated matches {Bacteroides thetaiotaomicron [TaxId: 226186]},d3fdha_,a.118.8.0,a.118.8.0,a.118.8.0,a.118.8,a.118,a
d2o3fa1 a.4.1.20 (A:1-83) Putative transcriptional regulator YbbH {Bacillus subtilis [TaxId: 1423]},d2o3fa1,a.4.1.20,a.4.1.20,a.4.1.20,a.4.1,a.4,a
d1s6ia_ a.39.1.5 (A:) Calcium-dependent protein kinase sk5 CLD {Soybean (Glycine max) [TaxId: 3847]},d1s6ia_,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
"d3gnaa_ a.4.1.21 (A:) Recombination-activating protein RAG1, nonamer-binding domain {Mouse (Mus musculus) [TaxId: 10090]}",d3gnaa_,a.4.1.21,a.4.1.21,a.4.1.21,a.4.1,a.4,a
d2ltpa_ a.4.1.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2ltpa_,a.4.1.0,a.4.1.0,a.4.1.0,a.4.1,a.4,a
d3ehma_ a.118.8.0 (A:) automated matches {Bacteroides thetaiotaomicron [TaxId: 818]},d3ehma_,a.118.8.0,a.118.8.0,a.118.8.0,a.118.8,a.118,a
"d1qv0a_ a.39.1.5 (A:) Calcium-regulated photoprotein {Hydrozoa (Obelia longissima), obelin [TaxId: 32570]}",d1qv0a_,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d2dmqa1 a.4.1.0 (A:8-74) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2dmqa1,a.4.1.0,a.4.1.0,a.4.1.0,a.4.1,a.4,a
d2yuma1 a.4.1.0 (A:8-69) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2yuma1,a.4.1.0,a.4.1.0,a.4.1.0,a.4.1,a.4,a
d1nyaa_ a.39.1.5 (A:) Calerythrin {Saccharopolyspora erythraea [TaxId: 1836]},d1nyaa_,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d2da3a1 a.4.1.0 (A:8-74) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2da3a1,a.4.1.0,a.4.1.0,a.4.1.0,a.4.1,a.4,a
d2da1a1 a.4.1.0 (A:8-64) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2da1a1,a.4.1.0,a.4.1.0,a.4.1.0,a.4.1,a.4,a
d1exra_ a.39.1.5 (A:) Calmodulin {Ciliate (Paramecium tetraurelia) [TaxId: 5888]},d1exra_,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
"d2hf5a1 a.39.1.5 (A:81-113) Troponin C {Human (Homo sapiens), cardiac isoform [TaxId: 9606]}",d2hf5a1,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d2m8ua1 a.39.1.0 (A:4-77) automated matches {Slime mold (Dictyostelium discoideum) [TaxId: 44689]},d2m8ua1,a.39.1.0,a.39.1.0,a.39.1.0,a.39.1,a.39,a
d2da5a1 a.4.1.0 (A:8-69) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2da5a1,a.4.1.0,a.4.1.0,a.4.1.0,a.4.1,a.4,a
d1tiza1 a.39.1.5 (A:2-67) Calmodulin-related protein T21P5.17 {Thale cress (Arabidopsis thaliana) [TaxId: 3702]},d1tiza1,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d6vana_ a.39.1.0 (A:) automated matches {Great pond snail (Lymnaea stagnalis) [TaxId: 6523]},d6vana_,a.39.1.0,a.39.1.0,a.39.1.0,a.39.1,a.39,a
d2dn0a1 a.4.1.0 (A:8-70) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2dn0a1,a.4.1.0,a.4.1.0,a.4.1.0,a.4.1,a.4,a
d4lera_ a.118.8.0 (A:) automated matches {Bacteroides vulgatus [TaxId: 435590]},d4lera_,a.118.8.0,a.118.8.0,a.118.8.0,a.118.8,a.118,a
d1oqpa1 a.39.1.5 (A:95-169) Caltractin (centrin 2) {Green alga (Chlamydomonas reinhardtii) [TaxId: 3055]},d1oqpa1,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d3fwba_ a.39.1.5 (A:) automated matches {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d3fwba_,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d2xsdc2 a.4.1.0 (C:343-397) automated matches {Mouse (Mus musculus) [TaxId: 10090]},d2xsdc2,a.4.1.0,a.4.1.0,a.4.1.0,a.4.1,a.4,a
d3q0wa1 a.4.1.0 (A:22-94) automated matches {Mycobacterium tuberculosis [TaxId: 1773]},d3q0wa1,a.4.1.0,a.4.1.0,a.4.1.0,a.4.1,a.4,a
d5lypa1 a.118.8.0 (A:93-228) automated matches {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d5lypa1,a.118.8.0,a.118.8.0,a.118.8.0,a.118.8,a.118,a
"d1s6ca_ a.39.1.5 (A:) Kchip1, Kv4 potassium channel-interacting protein {Norway rat (Rattus norvegicus) [TaxId: 10116]}",d1s6ca_,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d2d5va2 a.4.1.0 (A:100-155) automated matches {Norway rat (Rattus norvegicus) [TaxId: 10116]},d2d5va2,a.4.1.0,a.4.1.0,a.4.1.0,a.4.1,a.4,a
d6j4ka_ a.4.1.0 (A:) automated matches {Thale cress (Arabidopsis thaliana) [TaxId: 3702]},d6j4ka_,a.4.1.0,a.4.1.0,a.4.1.0,a.4.1,a.4,a
d1wdcb_ a.39.1.5 (B:) Myosin Essential Chain {Bay scallop (Aequipecten irradians) [TaxId: 31199]},d1wdcb_,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d3osga2 a.4.1.0 (A:97-150) automated matches {Trichomonas vaginalis [TaxId: 5722]},d3osga2,a.4.1.0,a.4.1.0,a.4.1.0,a.4.1,a.4,a
d5j90a_ a.118.8.0 (A:) automated matches {Flavobacterium johnsoniae [TaxId: 376686]},d5j90a_,a.118.8.0,a.118.8.0,a.118.8.0,a.118.8,a.118,a
d2mysb_ a.39.1.5 (B:) Myosin Essential Chain {Chicken (Gallus gallus) [TaxId: 9031]},d2mysb_,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d3l00a2 a.4.2.0 (A:92-179) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3l00a2,a.4.2.0,a.4.2.0,a.4.2.0,a.4.2,a.4,a
d6zbka_ a.118.8.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d6zbka_,a.118.8.0,a.118.8.0,a.118.8.0,a.118.8,a.118,a
d1m45a_ a.39.1.5 (A:) Myosin Light Chain Mlc1p {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1m45a_,a.39.1.5,a.39.1.5,a.39.1.5,a.39.1,a.39,a
d1c20a_ a.4.3.1 (A:) DNA-binding domain from the dead ringer protein {Fruit fly (Drosophila melanogaster) [TaxId: 7227]},d1c20a_,a.4.3.1,a.4.3.1,a.4.3.1,a.4.3,a.4,a
